timestamp_utc,experiment_id,window_id,switch_id,src_host,dst_host,protocol,application,window_seconds,packet_count,byte_count,flow_count,packet_rate,byte_rate,flow_rate,mean_packet_size,tcp_syn_count,tcp_ack_count,tcp_rst_count,tcp_handshake_completion_ratio,flow_table_size,packet_in_count,controller_cpu_proxy_pct,attack_intensity,attacker_count,background_traffic_level,label,attack_family,data_source
2026-01-01T00:06:00+00:00,controlled_sdn_lab_v2,exp_00_000036,s3,c4,web,TCP,HTTP,10,843,710138,37,84.3,71013.85232065557,3.7,842.3944522023199,140,707,0,5.05,125,41,9.1,0.0,0,0.15923928860852068,BENIGN,BENIGN,controlled_profile
2026-01-01T00:06:10+00:00,controlled_sdn_lab_v2,exp_00_000037,s3,c3,ssdp,TCP,HTTP,10,1595,793572,25,159.5,79357.20615556036,2.5,497.53734266809005,243,1122,0,4.617283950617284,45,32,8.2,0.0,0,0.3292740408992756,BENIGN,BENIGN,controlled_profile
2026-01-01T00:06:20+00:00,controlled_sdn_lab_v2,exp_00_000038,s3,c2,ssdp,TCP,HTTP,10,878,996313,32,87.8,99631.35874101253,3.2,1134.7535164124433,58,868,0,14.96551724137931,43,71,12.1,0.0,0,0.5995523652371193,BENIGN,BENIGN,controlled_profile
2026-01-01T00:06:30+00:00,controlled_sdn_lab_v2,exp_00_000039,s4,c4,ssdp,TCP,HTTP,10,1295,611696,36,129.5,61169.65931555615,3.6,472.3525815873062,70,996,0,14.228571428571428,56,22,7.2,0.0,0,0.5553191135654426,BENIGN,BENIGN,controlled_profile
2026-01-01T00:06:40+00:00,controlled_sdn_lab_v2,exp_00_000040,s2,c4,web,TCP,HTTP,10,1157,467825,6,115.7,46782.58544695251,0.6,404.34386730296035,163,1078,0,6.613496932515337,18,4,5.4,0.0,0,0.5638977150861402,BENIGN,BENIGN,controlled_profile
2026-01-01T00:06:50+00:00,controlled_sdn_lab_v2,exp_00_000041,s1,c3,ntp,TCP,HTTP,10,1480,1584168,6,148.0,158416.85788879736,0.6,1070.3841749243065,118,1089,0,9.228813559322035,15,8,5.8,0.0,0,0.5255655498809675,BENIGN,BENIGN,controlled_profile
2026-01-01T00:07:00+00:00,controlled_sdn_lab_v2,exp_00_000042,s3,c1,web,TCP,HTTP,10,465,257811,14,46.5,25781.14346032323,1.4,554.4331926951232,72,457,0,6.347222222222222,16,23,7.3,0.0,0,0.5420728556834086,BENIGN,BENIGN,controlled_profile
2026-01-01T00:07:10+00:00,controlled_sdn_lab_v2,exp_00_000043,s3,c2,ntp,TCP,HTTP,10,1265,598821,11,126.5,59882.16578940884,1.1,473.37680465935847,249,1053,0,4.228915662650603,27,22,7.2,0.0,0,0.17256512733252485,BENIGN,BENIGN,controlled_profile
2026-01-01T00:07:20+00:00,controlled_sdn_lab_v2,exp_00_000044,s2,c3,ntp,TCP,HTTP,10,1659,1430744,29,165.9,143074.444881977,2.9,862.4137726460337,244,1613,0,6.610655737704918,64,18,6.8,0.0,0,0.1596087630988723,BENIGN,BENIGN,controlled_profile
2026-01-01T00:07:30+00:00,controlled_sdn_lab_v2,exp_00_000045,s2,c1,dns,TCP,HTTP,10,399,256861,19,39.9,25686.170952045737,1.9,643.7636830086651,56,352,0,6.285714285714286,30,22,7.2,0.0,0,0.3941531242045041,BENIGN,BENIGN,controlled_profile
2026-01-01T00:07:40+00:00,controlled_sdn_lab_v2,exp_00_000046,s3,c3,ntp,TCP,HTTP,10,654,480506,21,65.4,48050.69031028693,2.1,734.7200353254883,54,566,0,10.481481481481481,55,32,8.2,0.0,0,0.25810707591202153,BENIGN,BENIGN,controlled_profile
2026-01-01T00:07:50+00:00,controlled_sdn_lab_v2,exp_00_000047,s3,c3,ssdp,TCP,HTTP,10,1471,1096092,26,147.1,109609.29320876945,2.6,745.134556143912,153,1248,0,8.156862745098039,86,49,9.9,0.0,0,0.35181646259154964,BENIGN,BENIGN,controlled_profile
2026-01-01T00:08:00+00:00,controlled_sdn_lab_v2,exp_00_000048,s4,c4,ssdp,TCP,HTTP,10,1081,704336,34,108.1,70433.69582203853,3.4,651.560553395361,134,793,0,5.917910447761194,60,15,6.5,0.0,0,0.26706502025077294,BENIGN,BENIGN,controlled_profile
2026-01-01T00:08:10+00:00,controlled_sdn_lab_v2,exp_00_000049,s1,c3,web,TCP,HTTP,10,462,459299,5,46.2,45929.917266159166,0.5,994.1540533800685,80,438,0,5.475,12,5,5.5,0.0,0,0.15983627793244717,BENIGN,BENIGN,controlled_profile
2026-01-01T00:08:20+00:00,controlled_sdn_lab_v2,exp_00_000050,s4,c2,ssdp,TCP,HTTP,10,841,1006148,32,84.1,100614.84971542712,3.2,1196.3715780669097,81,756,0,9.333333333333334,36,59,10.9,0.0,0,0.20452882930112073,BENIGN,BENIGN,controlled_profile
2026-01-01T00:08:30+00:00,controlled_sdn_lab_v2,exp_00_000051,s3,c4,ssdp,TCP,HTTP,10,984,524201,34,98.4,52420.18863924073,3.4,532.725494301227,195,847,0,4.343589743589743,48,72,12.2,0.0,0,0.3241228066271755,BENIGN,BENIGN,controlled_profile
2026-01-01T00:08:40+00:00,controlled_sdn_lab_v2,exp_00_000052,s1,c4,ssdp,TCP,HTTP,10,772,775291,20,77.2,77529.19147180342,2.0,1004.2641382357956,92,574,0,6.239130434782608,33,13,6.3,0.0,0,0.24602966515726418,BENIGN,BENIGN,controlled_profile
2026-01-01T00:08:50+00:00,controlled_sdn_lab_v2,exp_00_000053,s1,c3,ntp,TCP,HTTP,10,997,792248,7,99.7,79224.80847384917,0.7,794.6319806805333,86,941,0,10.94186046511628,18,11,6.1,0.0,0,0.48145150951976456,BENIGN,BENIGN,controlled_profile
2026-01-01T00:09:00+00:00,controlled_sdn_lab_v2,exp_00_000054,s3,c4,dns,TCP,HTTP,10,286,237843,16,28.6,23784.387718787206,1.6,831.6219482093429,50,240,0,4.8,52,31,8.1,0.0,0,0.39356197026849027,BENIGN,BENIGN,controlled_profile
2026-01-01T00:09:10+00:00,controlled_sdn_lab_v2,exp_00_000055,s3,c3,ntp,TCP,HTTP,10,1520,1214561,23,152.0,121456.14215742862,2.3,799.0535668251882,99,1239,0,12.515151515151516,35,53,10.3,0.0,0,0.2694278178048025,BENIGN,BENIGN,controlled_profile
2026-01-01T00:09:20+00:00,controlled_sdn_lab_v2,exp_00_000056,s2,c2,web,TCP,HTTP,10,468,534441,20,46.8,53444.11956639076,2.0,1141.9683668032212,44,408,0,9.272727272727273,52,6,5.6,0.0,0,0.5909029737712678,BENIGN,BENIGN,controlled_profile
2026-01-01T00:09:30+00:00,controlled_sdn_lab_v2,exp_00_000057,s3,c2,ssdp,TCP,HTTP,10,1188,1198865,36,118.8,119886.55080500808,3.6,1009.1460505472061,187,1163,0,6.219251336898396,49,72,12.2,0.0,0,0.46620675149689383,BENIGN,BENIGN,controlled_profile
2026-01-01T00:09:40+00:00,controlled_sdn_lab_v2,exp_00_000058,s4,c3,ntp,TCP,HTTP,10,911,841109,38,91.1,84110.98360307417,3.8,923.2819275858855,180,713,0,3.9611111111111112,53,72,12.2,0.0,0,0.12047348014285988,BENIGN,BENIGN,controlled_profile
2026-01-01T00:09:50+00:00,controlled_sdn_lab_v2,exp_00_000059,s2,c3,web,TCP,HTTP,10,1441,1712530,21,144.1,171253.0707393751,2.1,1188.432135595941,283,1180,0,4.169611307420495,51,42,9.2,0.0,0,0.5010298934928621,BENIGN,BENIGN,controlled_profile
2026-01-01T00:10:00+00:00,controlled_sdn_lab_v2,exp_00_000060,s4,c3,ntp,TCP,HTTP,10,1766,758632,18,176.6,75863.22433898189,1.8,429.5765817609394,101,1292,0,12.792079207920793,57,32,8.2,0.0,0,0.46971573423825497,BENIGN,BENIGN,controlled_profile
2026-01-01T00:10:10+00:00,controlled_sdn_lab_v2,exp_00_000061,s4,c2,ntp,TCP,HTTP,10,1374,807401,26,137.4,80740.10373650755,2.6,587.6281203530389,245,963,0,3.9306122448979592,30,37,8.7,0.0,0,0.300677778776694,BENIGN,BENIGN,controlled_profile
2026-01-01T00:10:20+00:00,controlled_sdn_lab_v2,exp_00_000062,s3,c3,dns,TCP,HTTP,10,1677,989642,34,167.7,98964.24602845774,3.4,590.1266906884779,171,1588,0,9.286549707602338,59,32,8.2,0.0,0,0.5432787810859346,BENIGN,BENIGN,controlled_profile
2026-01-01T00:10:30+00:00,controlled_sdn_lab_v2,exp_00_000063,s2,c4,dns,TCP,HTTP,10,466,313870,30,46.6,31387.03626898222,3.0,673.5415508365284,79,461,0,5.8354430379746836,42,28,7.8,0.0,0,0.38743596481151676,BENIGN,BENIGN,controlled_profile
2026-01-01T00:10:40+00:00,controlled_sdn_lab_v2,exp_00_000064,s1,c2,web,TCP,HTTP,10,1853,1623543,18,185.3,162354.35146287823,1.8,876.1702723306973,347,1564,0,4.507204610951009,28,10,6.0,0.0,0,0.10883439049995611,BENIGN,BENIGN,controlled_profile
2026-01-01T00:10:50+00:00,controlled_sdn_lab_v2,exp_00_000065,s1,c4,dns,TCP,HTTP,10,945,637529,19,94.5,63752.91015584542,1.9,674.6339699031262,183,867,0,4.737704918032787,61,28,7.8,0.0,0,0.21754855844032975,BENIGN,BENIGN,controlled_profile
2026-01-01T00:11:00+00:00,controlled_sdn_lab_v2,exp_00_000066,s4,c1,dns,TCP,HTTP,10,767,631727,30,76.7,63172.70051229204,3.0,823.6336442280578,106,682,0,6.433962264150943,44,28,7.8,0.0,0,0.5371571826454037,BENIGN,BENIGN,controlled_profile
2026-01-01T00:11:10+00:00,controlled_sdn_lab_v2,exp_00_000067,s2,c3,ntp,TCP,HTTP,10,659,681128,32,65.9,68112.89169345325,3.2,1033.5795401130993,76,552,0,7.2631578947368425,97,79,12.9,0.0,0,0.5512769846096159,BENIGN,BENIGN,controlled_profile
2026-01-01T00:11:20+00:00,controlled_sdn_lab_v2,exp_00_000068,s4,c2,web,TCP,HTTP,10,1386,1177734,8,138.6,117773.49095682199,0.8,849.7365869900577,205,1354,0,6.6048780487804875,27,11,6.1,0.0,0,0.1515013420650794,BENIGN,BENIGN,controlled_profile
2026-01-01T00:11:30+00:00,controlled_sdn_lab_v2,exp_00_000069,s1,c4,web,TCP,HTTP,10,254,114915,20,25.4,11491.578417221532,2.0,452.42434713470595,32,200,0,6.25,40,8,5.8,0.0,0,0.13026422541326807,BENIGN,BENIGN,controlled_profile
2026-01-01T00:11:40+00:00,controlled_sdn_lab_v2,exp_00_000070,s2,c4,web,TCP,HTTP,10,1255,805279,18,125.5,80527.98550587731,1.8,641.6572550269108,141,879,0,6.23404255319149,41,9,5.9,0.0,0,0.3447510032536041,BENIGN,BENIGN,controlled_profile
2026-01-01T00:11:50+00:00,controlled_sdn_lab_v2,exp_00_000071,s1,c4,dns,TCP,HTTP,10,724,741712,34,72.4,74171.25948553976,3.4,1024.4649100212673,64,574,0,8.96875,93,28,7.8,0.0,0,0.21412643773171028,BENIGN,BENIGN,controlled_profile
2026-01-01T00:12:00+00:00,controlled_sdn_lab_v2,exp_00_000072,s2,c1,web,TCP,HTTP,10,779,341868,21,77.9,34186.83814326242,2.1,438.85543187756645,122,579,0,4.745901639344262,23,8,5.8,0.0,0,0.19416098740567592,BENIGN,BENIGN,controlled_profile
2026-01-01T00:12:10+00:00,controlled_sdn_lab_v2,exp_00_000073,s4,c2,web,TCP,HTTP,10,234,209691,13,23.4,20969.194645681702,1.3,896.119429302637,31,203,0,6.548387096774194,40,28,7.8,0.0,0,0.409559543213487,BENIGN,BENIGN,controlled_profile
2026-01-01T00:12:20+00:00,controlled_sdn_lab_v2,exp_00_000074,s4,c4,web,TCP,HTTP,10,480,520508,13,48.0,52050.87520475849,1.3,1084.3932334324686,90,399,0,4.433333333333334,39,21,7.1,0.0,0,0.25919955891422986,BENIGN,BENIGN,controlled_profile
2026-01-01T00:12:30+00:00,controlled_sdn_lab_v2,exp_00_000075,s2,c3,dns,TCP,HTTP,10,1502,860773,19,150.2,86077.30033828426,1.9,573.0845561803212,146,1085,0,7.431506849315069,21,6,5.6,0.0,0,0.18274387879088752,BENIGN,BENIGN,controlled_profile
2026-01-01T00:12:40+00:00,controlled_sdn_lab_v2,exp_00_000076,s4,c1,ntp,TCP,HTTP,10,1405,1392164,16,140.5,139216.43543780982,1.6,990.8643091659061,257,1225,0,4.766536964980545,24,9,5.9,0.0,0,0.3536463507910217,BENIGN,BENIGN,controlled_profile
2026-01-01T00:12:50+00:00,controlled_sdn_lab_v2,exp_00_000077,s3,c1,ssdp,TCP,HTTP,10,1645,679819,39,164.5,67981.90192971849,3.9,413.2638415180455,226,1212,0,5.3628318584070795,93,88,13.8,0.0,0,0.4108960149303783,BENIGN,BENIGN,controlled_profile
2026-01-01T00:13:00+00:00,controlled_sdn_lab_v2,exp_00_000078,s1,c3,web,TCP,HTTP,10,591,517511,15,59.1,51751.156548360064,1.5,875.6540871126915,88,557,0,6.329545454545454,47,5,5.5,0.0,0,0.22683225328091425,BENIGN,BENIGN,controlled_profile
2026-01-01T00:13:10+00:00,controlled_sdn_lab_v2,exp_00_000079,s1,c3,ssdp,TCP,HTTP,10,1187,850999,28,118.7,85099.97084562629,2.8,716.9332000473992,188,1026,0,5.457446808510638,58,55,10.5,0.0,0,0.3572915259427655,BENIGN,BENIGN,controlled_profile
2026-01-01T00:13:20+00:00,controlled_sdn_lab_v2,exp_00_000080,s1,c3,dns,TCP,HTTP,10,230,187722,19,23.0,18772.233233646286,1.9,816.184053636795,14,220,0,15.714285714285714,64,22,7.2,0.0,0,0.18922088091091546,BENIGN,BENIGN,controlled_profile
2026-01-01T00:13:30+00:00,controlled_sdn_lab_v2,exp_00_000081,s1,c3,dns,TCP,HTTP,10,549,620406,12,54.9,62040.63412271362,1.2,1130.066195313545,66,501,0,7.590909090909091,28,26,7.6,0.0,0,0.47085820525986744,BENIGN,BENIGN,controlled_profile
2026-01-01T00:13:40+00:00,controlled_sdn_lab_v2,exp_00_000082,s3,c1,web,TCP,HTTP,10,1431,1224860,8,143.1,122486.02355808194,0.8,855.9470549132211,265,1360,0,5.132075471698113,23,16,6.6,0.0,0,0.11157004729097322,BENIGN,BENIGN,controlled_profile
2026-01-01T00:13:50+00:00,controlled_sdn_lab_v2,exp_00_000083,s1,c3,ntp,TCP,HTTP,10,1732,1689479,36,173.2,168947.9446682005,3.6,975.4500269526588,189,1372,0,7.2592592592592595,74,59,10.9,0.0,0,0.4008873779338542,BENIGN,BENIGN,controlled_profile
2026-01-01T00:14:00+00:00,controlled_sdn_lab_v2,exp_00_000084,s2,c3,web,TCP,HTTP,10,1687,940323,18,168.7,94032.3247141052,1.8,557.393744600505,184,1245,0,6.766304347826087,61,11,6.1,0.0,0,0.22179837267930372,BENIGN,BENIGN,controlled_profile
2026-01-01T00:14:10+00:00,controlled_sdn_lab_v2,exp_00_000085,s2,c1,dns,TCP,HTTP,10,372,410996,14,37.2,41099.632905075814,1.4,1104.828841534296,29,280,0,9.655172413793103,24,20,7.0,0.0,0,0.1225865584947132,BENIGN,BENIGN,controlled_profile
2026-01-01T00:14:20+00:00,controlled_sdn_lab_v2,exp_00_000086,s2,c4,dns,TCP,HTTP,10,1041,959817,22,104.1,95981.7990386818,2.2,922.0153606021306,69,804,0,11.652173913043478,71,20,7.0,0.0,0,0.592284304125377,BENIGN,BENIGN,controlled_profile
2026-01-01T00:14:30+00:00,controlled_sdn_lab_v2,exp_00_000087,s4,c4,ssdp,TCP,HTTP,10,1900,869169,9,190.0,86916.96535643842,0.9,457.4577124023075,181,1634,0,9.027624309392266,23,4,5.4,0.0,0,0.37118220115110245,BENIGN,BENIGN,controlled_profile
2026-01-01T00:14:40+00:00,controlled_sdn_lab_v2,exp_00_000088,s4,c2,ssdp,TCP,HTTP,10,446,235599,34,44.6,23559.93305136697,3.4,528.2496199858065,61,407,0,6.672131147540983,99,32,8.2,0.0,0,0.486176493837284,BENIGN,BENIGN,controlled_profile
2026-01-01T00:14:50+00:00,controlled_sdn_lab_v2,exp_00_000089,s2,c3,web,TCP,HTTP,10,568,282025,36,56.8,28202.57853344111,3.6,496.5242699549491,36,441,0,12.25,75,77,12.7,0.0,0,0.3249296499720631,BENIGN,BENIGN,controlled_profile
2026-01-01T00:15:00+00:00,controlled_sdn_lab_v2,exp_00_000090,s2,c1,dns,TCP,HTTP,10,612,661613,35,61.2,66161.3444347319,3.5,1081.0677195217631,61,522,0,8.557377049180328,117,29,7.9,0.0,0,0.5439944143027899,BENIGN,BENIGN,controlled_profile
2026-01-01T00:15:10+00:00,controlled_sdn_lab_v2,exp_00_000091,s1,c2,web,TCP,HTTP,10,1447,1146727,23,144.7,114672.77229965427,2.3,792.4863324094974,188,1195,0,6.3563829787234045,77,13,6.3,0.0,0,0.3410153797931753,BENIGN,BENIGN,controlled_profile
